"","X","player","action","numMoves","frontier","corners","Xsquares","CSquares","parity","state","gameId","win"
"279",574,2,53,1,0,-1,0,0,1,"middle",10,1
"280",576,2,12,0,-7,-1,0,0,1,"middle",10,1
"281",578,2,11,2,-5,-1,0,0,1,"middle",10,1
"282",580,2,2,3,-6,-1,0,0,1,"middle",10,1
"283",582,2,1,1,-1,-1,0,0,1,"middle",10,1
"284",584,2,9,-1,0,-1,0,1,1,"middle",10,1
"285",586,2,3,1,-3,-1,1,1,1,"middle",10,1
"286",588,2,23,7,-9,-1,1,1,1,"middle",10,1
"287",590,2,31,2,-3,-1,1,1,1,"end",10,1
"288",592,2,46,2,-5,-1,1,0,1,"end",10,1
"289",594,2,54,5,-7,-1,1,0,1,"end",10,1
"290",596,2,8,3,-6,-2,1,-1,1,"end",10,1
"291",598,2,55,6,-8,-3,0,-1,1,"end",10,1
"292",600,2,59,8,-9,-3,0,-1,1,"end",10,1
"293",602,2,58,5,-6,-3,0,-1,1,"end",10,1
"294",604,2,57,4,-4,-3,0,-1,1,"end",10,1
"295",605,2,7,4,-4,-3,0,-1,0,"end",10,1
"296",606,2,6,3,-1,-2,0,0,1,"end",10,1
"297",608,2,61,1,-1,-2,0,0,1,"end",10,1
"298",611,2,29,0,-8,0,0,0,1,"beginning",11,0
"299",613,2,26,0,-9,0,0,0,1,"beginning",11,0
"300",615,2,43,-3,-5,0,0,0,1,"beginning",11,0
"301",617,2,42,-5,-2,0,0,0,1,"beginning",11,0
"302",619,2,38,-4,-2,0,0,0,1,"beginning",11,0
"303",621,2,53,0,-5,0,0,0,1,"beginning",11,0
"304",623,2,20,2,-2,0,0,0,1,"beginning",11,0
"305",625,2,11,2,-2,0,0,0,1,"beginning",11,0
"306",627,2,61,1,1,0,0,0,1,"beginning",11,0
"307",629,2,33,-3,-2,0,0,0,1,"beginning",11,0
"308",631,2,22,-2,-1,0,0,0,1,"middle",11,0
"309",633,2,12,-1,0,0,0,0,1,"middle",11,0
"310",635,2,3,-1,1,0,0,0,1,"middle",11,0
"311",637,2,24,0,0,0,0,0,1,"middle",11,0
"312",639,2,41,-1,2,0,0,0,1,"middle",11,0
"313",641,2,4,1,-1,0,0,0,1,"middle",11,0
"314",643,2,16,2,0,0,0,0,1,"middle",11,0
"315",645,2,14,-3,1,0,-1,0,1,"middle",11,0
"316",647,2,39,-4,2,0,-2,-1,1,"middle",11,0
"317",649,2,51,-4,5,0,-2,-2,1,"middle",11,0
"318",651,2,0,-4,4,0,-2,-2,1,"end",11,0
"319",653,2,40,-5,6,1,-1,-1,1,"end",11,0
"320",655,2,47,-4,4,1,-1,-1,1,"end",11,0
"321",657,2,50,-3,1,1,-1,-1,1,"end",11,0
"322",659,2,59,-4,2,1,-1,-1,1,"end",11,0
"323",661,2,7,-2,-2,1,-1,-2,1,"end",11,0
"324",663,2,54,-4,0,2,0,-1,1,"end",11,0
"325",665,2,55,-3,1,1,0,0,1,"end",11,0
"326",667,2,49,-1,-1,1,0,-1,1,"end",11,0
"327",669,2,48,0,0,0,0,0,1,"end",11,0
"328",672,2,45,0,-8,0,0,0,1,"beginning",12,0
"329",674,2,43,-4,-4,0,0,0,1,"beginning",12,0
"330",676,2,20,1,-3,0,0,0,1,"beginning",12,0
"331",678,2,51,1,-6,0,0,0,1,"beginning",12,0
"332",680,2,52,2,-4,0,0,0,1,"beginning",12,0
"333",682,2,61,3,-3,0,0,0,1,"beginning",12,0
"334",684,2,41,2,-3,0,0,-1,1,"beginning",12,0
"335",686,2,26,-5,2,0,0,-1,1,"beginning",12,0
"336",688,2,33,-3,-1,0,0,-1,1,"beginning",12,0
"337",690,2,40,-4,-2,0,0,-1,1,"beginning",12,0
"338",692,2,38,-2,-5,0,0,-2,1,"middle",12,0
"339",694,2,46,-4,1,0,0,-2,1,"middle",12,0
"340",696,2,50,-4,-1,0,0,-2,1,"middle",12,0
"341",698,2,29,-6,-2,0,0,-2,1,"middle",12,0
"342",700,2,49,-4,-2,0,0,-2,1,"middle",12,0
"343",702,2,30,-3,-6,0,1,-2,1,"middle",12,0
"344",704,2,31,-2,-4,0,1,-2,1,"middle",12,0
"345",706,2,13,-2,-4,0,1,-2,1,"middle",12,0
"346",708,2,18,-3,-3,0,1,-2,1,"middle",12,0
"347",710,2,14,-3,-6,0,1,-2,1,"middle",12,0
"348",712,2,15,-2,-8,-1,1,-2,1,"end",12,0
"349",714,2,57,1,-8,-1,1,-2,1,"end",12,0
"350",716,2,11,5,-8,-2,0,-1,1,"end",12,0
"351",718,2,2,2,-7,-2,0,-1,1,"end",12,0
"352",720,2,4,1,-4,-2,0,-1,1,"end",12,0
"353",722,2,54,2,-5,-2,-1,-1,1,"end",12,0
"354",724,2,5,4,-5,-2,-2,-1,1,"end",12,0
"355",726,2,0,5,-5,-2,-2,-2,1,"end",12,0
"356",728,2,16,3,-3,-1,-1,-1,1,"end",12,0
"357",729,2,63,2,-2,-1,-1,-1,0,"end",12,0
"358",733,2,45,0,-8,0,0,0,1,"beginning",13,1
"359",735,2,43,-4,-4,0,0,0,1,"beginning",13,1
"360",737,2,29,-3,0,0,0,0,1,"beginning",13,1
"361",739,2,42,-1,2,0,0,0,1,"beginning",13,1
"362",741,2,59,-1,2,0,0,0,1,"beginning",13,1
"363",743,2,30,-1,1,0,0,0,1,"beginning",13,1
"364",745,2,18,4,-4,0,0,0,1,"beginning",13,1
"365",747,2,52,5,-3,0,0,0,1,"beginning",13,1
"366",749,2,60,9,-2,0,0,0,1,"beginning",13,1
"367",751,2,26,9,-2,0,0,0,1,"beginning",13,1
"368",753,2,41,2,-4,0,0,0,1,"middle",13,1
"369",755,2,17,3,-3,0,0,0,1,"middle",13,1
"370",757,2,22,1,-1,0,0,0,1,"middle",13,1
"371",759,2,24,-1,-1,0,0,0,1,"middle",13,1
"372",761,2,10,5,-4,0,0,0,1,"middle",13,1
"373",763,2,47,3,-6,0,0,0,1,"middle",13,1
"374",765,2,39,2,-3,0,0,0,1,"middle",13,1
"375",767,2,23,1,-6,0,0,-1,1,"middle",13,1
"376",769,2,46,5,-11,0,0,-2,1,"middle",13,1
"377",771,2,40,0,-10,0,-1,-2,1,"middle",13,1
"378",773,2,16,4,-9,0,-1,-2,1,"end",13,1
"379",775,2,12,4,-11,0,-2,-2,1,"end",13,1
"380",777,2,13,3,-10,0,-2,-2,1,"end",13,1
"381",779,2,63,4,-8,0,-2,-2,1,"end",13,1
"382",781,2,56,5,-6,1,-1,-2,1,"end",13,1
"383",783,2,57,5,-4,2,0,-1,1,"end",13,1
"384",785,2,0,7,-6,2,0,-2,1,"end",13,1
"385",786,2,1,6,-4,3,0,-1,0,"end",13,1
"386",788,2,7,4,-4,3,0,-1,0,"end",13,1
"387",789,2,6,3,-1,4,0,0,1,"end",13,1
"388",791,2,3,1,-1,4,0,0,1,"end",13,1
"389",794,2,29,0,-8,0,0,0,1,"beginning",14,1
"390",796,2,26,0,-9,0,0,0,1,"beginning",14,1
"391",798,2,43,-3,-5,0,0,0,1,"beginning",14,1
"392",800,2,42,-5,-2,0,0,0,1,"beginning",14,1
"393",802,2,38,-4,-2,0,0,0,1,"beginning",14,1
"394",804,2,20,-1,-1,0,0,0,1,"beginning",14,1
"395",806,2,33,-1,-1,0,0,0,1,"beginning",14,1
"396",808,2,41,3,-2,0,0,0,1,"beginning",14,1
"397",810,2,25,1,-2,0,0,0,1,"beginning",14,1
"398",812,2,52,4,-6,0,0,0,1,"beginning",14,1
"399",814,2,53,6,-4,0,0,0,1,"middle",14,1
"400",816,2,59,5,-5,0,0,0,1,"middle",14,1
"401",818,2,39,1,-4,0,0,0,1,"middle",14,1
"402",820,2,47,-1,-2,0,0,0,1,"middle",14,1
"403",822,2,23,0,-8,0,0,0,1,"middle",14,1
"404",824,2,49,1,-7,0,0,0,1,"middle",14,1
"405",826,2,21,4,-7,0,1,0,1,"middle",14,1
"406",828,2,5,5,-7,0,0,0,1,"middle",14,1
"407",830,2,12,6,-3,0,0,0,1,"middle",14,1
"408",832,2,2,6,-4,0,0,0,1,"middle",14,1
"409",834,2,3,4,-1,0,0,0,1,"end",14,1
"410",836,2,48,8,-5,-1,-1,0,1,"end",14,1
"411",838,2,10,8,-4,-1,-2,0,1,"end",14,1
"412",840,2,7,7,-6,-1,-3,0,1,"end",14,1
"413",842,2,6,4,-5,0,-2,0,1,"end",14,1
"414",844,2,63,5,-5,0,-2,-1,1,"end",14,1
"415",846,2,0,3,-3,1,-1,0,1,"end",14,1
"416",848,2,58,2,-1,2,0,0,1,"end",14,1
"417",850,2,1,3,-2,2,0,0,1,"end",14,1
"418",851,2,16,2,-2,2,0,0,0,"end",14,1
"419",852,2,24,1,0,2,0,0,1,"end",14,1
"420",855,2,29,0,-8,0,0,0,1,"beginning",15,0
"421",857,2,26,0,-9,0,0,0,1,"beginning",15,0
"422",859,2,43,-3,-5,0,0,0,1,"beginning",15,0
"423",861,2,42,-5,-2,0,0,0,1,"beginning",15,0
"424",863,2,38,-4,-2,0,0,0,1,"beginning",15,0
"425",865,2,53,0,-5,0,0,0,1,"beginning",15,0
"426",867,2,46,-4,-3,0,0,0,1,"beginning",15,0
"427",869,2,51,2,-8,0,0,0,1,"beginning",15,0
"428",871,2,23,0,-3,0,0,0,1,"beginning",15,0
"429",873,2,20,-2,1,0,0,0,1,"beginning",15,0
"430",875,2,21,-2,5,0,0,0,1,"middle",15,0
"431",877,2,11,-4,1,0,0,-1,1,"middle",15,0
"432",879,2,47,-1,2,0,0,-1,1,"middle",15,0
"433",881,2,22,-4,-2,0,0,-2,1,"middle",15,0
"434",883,2,5,-4,-5,0,0,-2,1,"middle",15,0
"435",885,2,12,-4,-4,0,0,-2,1,"middle",15,0
"436",887,2,14,3,-4,0,0,-2,1,"middle",15,0
"437",889,2,41,3,-10,0,1,-2,1,"middle",15,0
"438",891,2,58,6,-8,0,1,-2,1,"middle",15,0
"439",893,2,25,4,-8,0,1,-2,1,"middle",15,0
"440",895,2,6,1,-4,-1,0,-1,1,"end",15,0
"441",897,2,16,4,-9,-1,0,-1,1,"end",15,0
"442",899,2,24,1,-3,-1,0,-1,1,"end",15,0
"443",901,2,48,3,-4,-1,0,-1,1,"end",15,0
"444",903,2,62,2,-1,-1,0,0,1,"end",15,0
"445",905,2,56,3,-1,-1,0,0,1,"end",15,0
"446",907,2,9,1,-1,0,0,0,1,"end",15,0
"447",909,2,1,-2,2,0,1,0,1,"end",15,0
"448",911,2,63,-1,2,0,0,1,1,"end",15,0
"449",913,2,8,0,0,0,0,0,1,"end",15,0
"450",916,2,29,0,-8,0,0,0,1,"beginning",16,1
"451",918,2,26,0,-9,0,0,0,1,"beginning",16,1
"452",920,2,43,-3,-5,0,0,0,1,"beginning",16,1
"453",922,2,42,-5,-2,0,0,0,1,"beginning",16,1
"454",924,2,38,-4,-2,0,0,0,1,"beginning",16,1
