"","X","player","action","numMoves","frontier","corners","Xsquares","CSquares","parity","state","gameId","win"
"123",251,2,46,-1,2,0,0,0,1,"beginning",5,0
"124",253,2,52,-2,5,0,0,0,1,"beginning",5,0
"125",255,2,26,-4,5,0,0,0,1,"beginning",5,0
"126",257,2,33,-5,3,0,0,0,1,"beginning",5,0
"127",259,2,18,-1,4,0,0,0,1,"beginning",5,0
"128",261,2,58,-6,6,0,0,0,1,"beginning",5,0
"129",263,2,31,-7,9,0,0,0,1,"beginning",5,0
"130",265,2,10,-9,11,0,0,0,1,"middle",5,0
"131",267,2,25,-10,11,0,0,0,1,"middle",5,0
"132",269,2,60,-10,11,0,0,0,1,"middle",5,0
"133",271,2,62,-6,7,0,0,0,1,"middle",5,0
"134",273,2,30,-4,9,0,0,1,1,"middle",5,0
"135",275,2,4,-3,9,0,-1,1,1,"middle",5,0
"136",277,2,12,-3,8,0,-1,1,1,"middle",5,0
"137",279,2,5,0,6,0,-1,1,1,"middle",5,0
"138",281,2,32,-5,7,0,-2,1,1,"middle",5,0
"139",283,2,40,-7,8,0,-2,0,1,"middle",5,0
"140",285,2,57,-8,9,-1,-1,1,1,"end",5,0
"141",287,2,7,-8,7,-2,-1,0,1,"end",5,0
"142",289,2,24,-5,4,-1,0,0,1,"end",5,0
"143",291,2,23,-7,6,-1,0,0,1,"end",5,0
"144",293,2,2,-4,4,-1,0,0,1,"end",5,0
"145",295,2,9,-4,2,-1,0,0,1,"end",5,0
"146",297,2,54,-4,1,-1,-1,-1,1,"end",5,0
"147",299,2,47,-2,-1,-1,-1,-1,1,"end",5,0
"148",301,2,0,0,-1,-1,-1,-1,1,"end",5,0
"149",306,2,45,0,-8,0,0,0,1,"beginning",6,1
"150",308,2,43,-4,-4,0,0,0,1,"beginning",6,1
"151",310,2,20,-3,0,0,0,0,1,"beginning",6,1
"152",312,2,38,2,-1,0,0,0,1,"beginning",6,1
"153",314,2,33,1,-2,0,0,0,1,"beginning",6,1
"154",316,2,51,-2,2,0,0,0,1,"beginning",6,1
"155",318,2,29,0,1,0,0,0,1,"beginning",6,1
"156",320,2,60,-1,0,0,0,0,1,"beginning",6,1
"157",322,2,41,-2,0,0,0,0,1,"beginning",6,1
"158",324,2,23,0,-1,0,0,0,1,"beginning",6,1
"159",326,2,39,2,-1,0,0,0,1,"middle",6,1
"160",328,2,22,1,-1,0,0,0,1,"middle",6,1
"161",330,2,61,1,-3,0,0,0,1,"middle",6,1
"162",332,2,50,5,-5,0,0,0,1,"middle",6,1
"163",334,2,55,1,-5,0,0,0,1,"middle",6,1
"164",336,2,13,2,-4,0,0,1,1,"middle",6,1
"165",338,2,4,1,-3,0,0,1,1,"middle",6,1
"166",340,2,2,2,-2,0,0,1,1,"middle",6,1
"167",342,2,11,2,0,0,0,0,1,"middle",6,1
"168",344,2,5,-1,-1,0,0,-1,1,"middle",6,1
"169",346,2,10,2,-3,0,0,-1,1,"end",6,1
"170",348,2,7,3,-2,0,-1,-1,1,"end",6,1
"171",350,2,15,6,-4,1,-1,0,1,"end",6,1
"172",352,2,0,9,-8,1,-1,-1,1,"end",6,1
"173",353,2,9,8,-5,2,-1,0,0,"end",6,1
"174",354,2,17,8,-3,2,-1,0,1,"end",6,1
"175",356,2,59,8,-4,2,-1,0,1,"end",6,1
"176",358,2,49,6,-4,2,-1,-1,1,"end",6,1
"177",360,2,24,5,-2,2,-2,-2,1,"end",6,1
"178",362,2,16,2,-1,2,-2,-2,1,"end",6,1
"179",363,2,56,2,-1,2,-2,-2,0,"end",6,1
"180",364,2,63,1,0,3,-1,0,1,"end",6,1
"181",367,2,29,0,-8,0,0,0,1,"beginning",7,0
"182",369,2,26,0,-9,0,0,0,1,"beginning",7,0
"183",371,2,43,-3,-5,0,0,0,1,"beginning",7,0
"184",373,2,42,0,-4,0,0,0,1,"beginning",7,0
"185",375,2,50,-2,-6,0,0,0,1,"beginning",7,0
"186",377,2,33,-4,-3,0,0,0,1,"beginning",7,0
"187",379,2,45,-2,-2,0,0,0,1,"beginning",7,0
"188",381,2,17,-2,-2,0,0,0,1,"beginning",7,0
"189",383,2,40,-5,2,0,0,0,1,"beginning",7,0
"190",385,2,58,0,4,0,0,0,1,"beginning",7,0
"191",387,2,59,3,-1,0,0,0,1,"middle",7,0
"192",389,2,24,2,-6,0,0,0,1,"middle",7,0
"193",391,2,61,5,-10,0,0,0,1,"middle",7,0
"194",393,2,20,6,-6,0,0,0,1,"middle",7,0
"195",395,2,12,7,-7,0,0,0,1,"middle",7,0
"196",397,2,4,2,-2,0,0,0,1,"middle",7,0
"197",399,2,38,2,0,0,0,0,1,"middle",7,0
"198",401,2,13,1,-2,0,0,0,1,"middle",7,0
"199",403,2,39,-1,0,0,0,0,1,"middle",7,0
"200",405,2,15,-3,2,0,0,0,1,"middle",7,0
"201",407,2,8,-4,6,0,0,1,1,"end",7,0
"202",409,2,55,-6,8,0,0,2,1,"end",7,0
"203",411,2,1,-5,6,0,-1,3,1,"end",7,0
"204",413,2,3,-5,6,-1,-1,2,1,"end",7,0
"205",415,2,14,-4,6,-1,-1,1,1,"end",7,0
"206",417,2,56,-4,4,-1,0,1,1,"end",7,0
"207",428,2,45,0,-8,0,0,0,1,"beginning",8,1
"208",430,2,43,-4,-4,0,0,0,1,"beginning",8,1
"209",432,2,38,0,-4,0,0,0,1,"beginning",8,1
"210",434,2,41,0,-4,0,0,0,1,"beginning",8,1
"211",436,2,50,-1,0,0,0,0,1,"beginning",8,1
"212",438,2,58,0,1,0,0,0,1,"beginning",8,1
"213",440,2,19,0,1,0,0,0,1,"beginning",8,1
"214",442,2,59,6,2,0,0,0,1,"beginning",8,1
"215",444,2,30,0,1,0,0,0,1,"beginning",8,1
"216",446,2,29,3,-2,0,0,0,1,"beginning",8,1
"217",448,2,60,3,-5,0,0,0,1,"middle",8,1
"218",450,2,53,4,-7,0,0,-1,1,"middle",8,1
"219",452,2,33,1,-11,0,0,-1,1,"middle",8,1
"220",454,2,31,-2,-8,0,0,-2,1,"middle",8,1
"221",456,2,17,3,-9,0,0,-2,1,"middle",8,1
"222",458,2,21,0,-5,0,0,-2,1,"middle",8,1
"223",460,2,25,-2,-6,0,0,-2,1,"middle",8,1
"224",462,2,32,1,-7,0,0,-2,1,"middle",8,1
"225",464,2,22,4,-7,0,0,-2,1,"middle",8,1
"226",466,2,2,7,-10,0,0,-2,1,"middle",8,1
"227",468,2,24,7,-10,0,0,-2,1,"end",8,1
"228",470,2,0,8,-11,0,0,-3,1,"end",8,1
"229",472,2,9,9,-10,1,0,-2,1,"end",8,1
"230",474,2,54,10,-12,1,-1,-2,1,"end",8,1
"231",476,2,63,10,-10,1,-2,-3,1,"end",8,1
"232",477,2,56,10,-9,2,-1,-1,0,"end",8,1
"233",478,2,48,9,-6,3,-1,0,1,"end",8,1
"234",479,2,49,8,-6,3,-1,0,0,"end",8,1
"235",480,2,3,7,-6,3,-1,0,1,"end",8,1
"236",482,2,6,5,-4,3,-1,0,1,"end",8,1
"237",484,2,15,1,0,2,0,0,1,"end",8,1
"238",486,2,4,1,0,2,0,0,1,"end",8,1
"239",489,2,45,0,-8,0,0,0,1,"beginning",9,1
"240",491,2,43,-4,-4,0,0,0,1,"beginning",9,1
"241",493,2,29,-3,0,0,0,0,1,"beginning",9,1
"242",495,2,33,-1,2,0,0,0,1,"beginning",9,1
"243",497,2,21,-1,3,0,0,0,1,"beginning",9,1
"244",499,2,38,-3,3,0,0,0,1,"beginning",9,1
"245",501,2,53,-1,1,0,0,0,1,"beginning",9,1
"246",503,2,47,-3,0,0,0,0,1,"beginning",9,1
"247",505,2,23,-5,3,0,0,0,1,"beginning",9,1
"248",507,2,20,-4,4,0,0,0,1,"beginning",9,1
"249",509,2,50,1,0,0,0,0,1,"middle",9,1
"250",511,2,51,-1,3,0,0,0,1,"middle",9,1
"251",513,2,60,5,-2,0,0,0,1,"middle",9,1
"252",515,2,62,5,-4,0,0,0,1,"middle",9,1
"253",517,2,24,7,-5,0,0,1,1,"middle",9,1
"254",519,2,54,7,-2,0,0,1,1,"middle",9,1
"255",521,2,58,11,-7,0,1,1,1,"middle",9,1
"256",523,2,55,8,-5,-1,0,0,1,"middle",9,1
"257",525,2,17,10,-7,-1,0,-1,1,"middle",9,1
"258",527,2,16,6,-3,-1,-1,-1,1,"middle",9,1
"259",529,2,32,5,-4,-1,-1,-1,1,"end",9,1
"260",531,2,0,9,-9,-1,-2,-1,1,"end",9,1
"261",533,2,10,3,-3,0,-1,-1,1,"end",9,1
"262",535,2,48,2,-4,0,-1,-1,1,"end",9,1
"263",537,2,3,5,-5,0,1,0,1,"end",9,1
"264",539,2,11,3,-2,0,1,0,1,"end",9,1
"265",541,2,4,3,-1,-1,0,0,1,"end",9,1
"266",543,2,13,3,-1,-1,0,0,1,"end",9,1
"267",545,2,6,1,-1,-1,-1,0,1,"end",9,1
"268",547,2,15,0,0,-2,0,0,1,"end",9,1
"269",550,2,29,0,-8,0,0,0,1,"beginning",10,0
"270",552,2,26,0,-9,0,0,0,1,"beginning",10,0
"271",554,2,43,-3,-5,0,0,0,1,"beginning",10,0
"272",556,2,12,-5,-2,0,0,0,1,"beginning",10,0
"273",558,2,10,-7,1,0,0,0,1,"beginning",10,0
"274",560,2,21,-8,5,0,0,0,1,"beginning",10,0
"275",562,2,37,-9,6,0,0,0,1,"beginning",10,0
"276",564,2,42,-4,4,0,0,0,1,"beginning",10,0
"277",566,2,17,-2,-1,0,0,0,1,"beginning",10,0
"278",568,2,4,-3,1,0,0,0,1,"beginning",10,0
"279",570,2,34,-4,2,0,0,0,1,"middle",10,0
"280",572,2,53,-2,-2,0,0,0,1,"middle",10,0
"281",574,2,30,-1,-4,0,0,0,1,"middle",10,0
"282",576,2,45,-4,-2,0,0,0,1,"middle",10,0
"283",578,2,31,4,-7,0,0,0,1,"middle",10,0
"284",580,2,61,5,-9,0,0,0,1,"middle",10,0
"285",582,2,47,5,-8,0,0,0,1,"middle",10,0
"286",584,2,22,4,-7,0,0,-1,1,"middle",10,0
"287",586,2,15,7,-7,0,0,-1,1,"middle",10,0
"288",588,2,59,9,-9,0,-1,0,1,"middle",10,0
"289",590,2,63,9,-7,0,-1,0,1,"end",10,0
"290",592,2,62,7,-7,1,0,0,1,"end",10,0
"291",594,2,14,8,-9,0,0,-1,1,"end",10,0
"292",596,2,55,8,-8,0,0,-1,1,"end",10,0
"293",597,2,58,8,-8,0,0,-1,0,"end",10,0
"294",599,2,32,4,-7,0,0,-2,0,"end",10,0
"295",601,2,16,2,-4,0,0,-2,0,"end",10,0
"296",603,2,56,1,-3,0,0,-3,0,"end",10,0
"297",605,2,48,1,-1,1,0,-2,0,"end",10,0
"298",607,2,0,1,-1,1,0,-2,0,"end",10,0
"299",611,2,45,0,-8,0,0,0,1,"beginning",11,0
"300",613,2,43,-4,-4,0,0,0,1,"beginning",11,0
"301",615,2,20,1,-3,0,0,0,1,"beginning",11,0
"302",617,2,52,0,-1,0,0,0,1,"beginning",11,0
"303",619,2,29,3,-3,0,0,0,1,"beginning",11,0
"304",621,2,46,1,-2,0,0,0,1,"beginning",11,0
"305",623,2,47,-3,0,0,0,0,1,"beginning",11,0
"306",625,2,60,-2,1,0,0,0,1,"beginning",11,0
"307",627,2,26,-3,4,0,0,0,1,"beginning",11,0
"308",629,2,30,-2,3,0,0,0,1,"beginning",11,0
"309",631,2,12,-4,-1,0,0,0,1,"middle",11,0
"310",633,2,25,-1,-2,0,0,0,1,"middle",11,0
"311",635,2,33,-4,0,0,0,0,1,"middle",11,0
"312",637,2,58,-2,-1,0,0,0,1,"middle",11,0
"313",639,2,50,-4,0,0,0,-1,1,"middle",11,0
"314",641,2,2,-1,-2,0,0,-1,1,"middle",11,0
"315",643,2,16,-2,-2,0,0,-1,1,"middle",11,0
"316",645,2,4,-4,-1,0,0,-1,1,"middle",11,0
"317",647,2,6,-4,1,0,0,-1,1,"middle",11,0
"318",649,2,21,-6,1,0,-1,0,1,"middle",11,0
"319",651,2,10,-4,1,0,-1,0,1,"end",11,0
"320",653,2,17,-3,1,0,-1,0,1,"end",11,0
"321",655,2,0,-2,1,0,-1,-1,1,"end",11,0
"322",657,2,48,-7,2,1,0,0,1,"end",11,0
"323",659,2,54,-6,2,1,0,0,1,"end",11,0
"324",661,2,55,-6,3,0,0,1,1,"end",11,0
"325",663,2,39,-3,1,0,0,1,1,"end",11,0
"326",665,2,15,-1,1,0,0,1,1,"end",11,0
"327",667,2,14,-1,0,-1,0,0,1,"end",11,0
"328",669,2,56,1,0,-1,-1,0,1,"end",11,0
"329",672,2,29,0,-8,0,0,0,1,"beginning",12,0
"330",674,2,26,0,-9,0,0,0,1,"beginning",12,0
"331",676,2,43,-3,-5,0,0,0,1,"beginning",12,0
"332",678,2,42,-5,-2,0,0,0,1,"beginning",12,0
"333",680,2,38,-4,-2,0,0,0,1,"beginning",12,0
"334",682,2,53,0,-5,0,0,0,1,"beginning",12,0
"335",684,2,20,2,-2,0,0,0,1,"beginning",12,0
"336",686,2,22,2,-2,0,0,0,1,"beginning",12,0
"337",688,2,11,2,-1,0,0,0,1,"beginning",12,0
"338",690,2,33,-1,2,0,0,0,1,"beginning",12,0
"339",692,2,41,-4,3,0,0,0,1,"middle",12,0
"340",694,2,12,2,1,0,0,0,1,"middle",12,0
"341",696,2,24,1,2,0,0,0,1,"middle",12,0
"342",698,2,61,3,0,0,0,0,1,"middle",12,0
"343",700,2,50,2,-1,0,0,0,1,"middle",12,0
"344",702,2,16,3,-1,0,0,0,1,"middle",12,0
"345",704,2,46,1,-4,0,0,0,1,"middle",12,0
"346",706,2,47,-1,-6,0,0,-1,1,"middle",12,0
"347",708,2,59,-1,-4,0,0,-1,1,"middle",12,0
"348",710,2,48,-1,-3,0,0,-1,1,"middle",12,0
"349",712,2,4,-2,0,0,0,0,1,"end",12,0
"350",714,2,54,1,-2,0,0,0,1,"end",12,0
"351",716,2,3,2,-2,0,0,0,1,"end",12,0
"352",718,2,6,-1,-1,0,0,0,1,"end",12,0
"353",720,2,1,-3,2,0,-1,1,1,"end",12,0
"354",722,2,0,1,1,0,-2,2,1,"end",12,0
"355",724,2,57,-2,1,1,-1,1,1,"end",12,0
"356",726,2,15,-1,1,0,0,0,1,"end",12,0
"357",729,2,63,0,-1,-1,-1,-2,0,"end",12,0
"358",733,2,29,0,-8,0,0,0,1,"beginning",13,1
"359",735,2,26,0,-9,0,0,0,1,"beginning",13,1
"360",737,2,43,-3,-5,0,0,0,1,"beginning",13,1
"361",739,2,10,-5,-2,0,0,0,1,"beginning",13,1
"362",741,2,37,-3,-2,0,0,0,1,"beginning",13,1
"363",743,2,42,-2,-3,0,0,0,1,"beginning",13,1
"364",745,2,33,-5,-1,0,0,0,1,"beginning",13,1
"365",747,2,50,-6,-1,0,0,0,1,"beginning",13,1
"366",749,2,25,-1,0,0,0,0,1,"beginning",13,1
"367",751,2,32,2,-4,0,0,0,1,"beginning",13,1
"368",753,2,41,1,-5,0,0,0,1,"middle",13,1
"369",755,2,45,-3,-5,0,0,0,1,"middle",13,1
"370",757,2,61,1,-6,0,0,0,1,"middle",13,1
"371",759,2,16,-5,-3,0,0,0,1,"middle",13,1
"372",761,2,4,-5,-3,0,0,-1,1,"middle",13,1
"373",763,2,2,-4,-1,0,0,-1,1,"middle",13,1
"374",765,2,22,-5,0,0,0,-1,1,"middle",13,1
"375",767,2,13,-4,-2,0,0,-1,1,"middle",13,1
"376",769,2,9,-3,-1,0,0,-1,1,"middle",13,1
"377",771,2,1,-3,0,-1,0,0,1,"middle",13,1
"378",773,2,53,5,-6,-1,0,0,1,"end",13,1
"379",775,2,39,2,-6,-1,0,-1,1,"end",13,1
"380",777,2,46,1,-2,-1,0,-1,1,"end",13,1
"381",779,2,15,3,-3,-1,0,-1,1,"end",13,1
"382",781,2,55,2,-3,-1,0,0,1,"end",13,1
"383",783,2,7,4,-2,-1,-1,1,1,"end",13,1
"384",785,2,54,2,-2,0,0,0,1,"end",13,1
"385",787,2,62,3,-4,-1,0,-1,1,"end",13,1
"386",788,2,59,3,-4,-1,0,-1,0,"end",13,1
"387",789,2,49,2,-3,-1,0,-1,1,"end",13,1
"388",791,2,57,0,0,-2,0,0,1,"end",13,1
"389",794,2,29,0,-8,0,0,0,1,"beginning",14,1
"390",796,2,26,0,-8,0,0,0,1,"beginning",14,1
"391",798,2,43,-3,-5,0,0,0,1,"beginning",14,1
"392",800,2,45,0,-4,0,0,0,1,"beginning",14,1
"393",802,2,20,1,-3,0,0,0,1,"beginning",14,1
"394",804,2,38,-1,-5,0,0,0,1,"beginning",14,1
"395",806,2,13,-2,-3,0,0,0,1,"beginning",14,1
"396",808,2,4,-1,-1,0,0,0,1,"beginning",14,1
"397",810,2,50,5,-6,0,0,0,1,"beginning",14,1
"398",812,2,42,4,-1,0,0,0,1,"beginning",14,1
"399",814,2,31,6,-3,0,0,0,1,"middle",14,1
"400",816,2,22,6,-5,0,0,0,1,"middle",14,1
"401",818,2,60,7,-7,0,0,0,1,"middle",14,1
"402",820,2,62,6,-4,0,0,0,1,"middle",14,1
"403",822,2,47,5,-3,0,0,1,1,"middle",14,1
"404",824,2,46,4,-7,0,0,0,1,"middle",14,1
"405",826,2,10,6,-8,0,0,0,1,"middle",14,1
"406",828,2,23,1,-3,0,0,0,1,"middle",14,1
"407",830,2,2,3,-6,0,0,-1,1,"middle",14,1
"408",832,2,17,4,-7,0,-1,-1,1,"middle",14,1
"409",834,2,7,4,-7,0,-1,-1,1,"end",14,1
"410",836,2,63,4,-5,1,-1,0,1,"end",14,1
"411",838,2,9,7,-5,2,0,0,1,"end",14,1
"412",840,2,6,7,-4,2,1,0,1,"end",14,1
"413",842,2,1,9,-7,2,-1,-1,1,"end",14,1
"414",844,2,40,8,-6,2,-1,0,1,"end",14,1
"415",846,2,32,2,0,2,-1,0,1,"end",14,1
"416",848,2,0,3,-2,2,-1,-1,1,"end",14,1
"417",850,2,56,3,-2,3,-1,-1,1,"end",14,1
"418",852,2,59,1,0,4,0,0,1,"end",14,1
"419",855,2,29,0,-8,0,0,0,1,"beginning",15,0
"420",857,2,26,0,-9,0,0,0,1,"beginning",15,0
"421",859,2,43,-3,-5,0,0,0,1,"beginning",15,0
"422",861,2,42,-5,-2,0,0,0,1,"beginning",15,0
"423",863,2,50,-4,-5,0,0,0,1,"beginning",15,0
"424",865,2,10,-1,-3,0,0,0,1,"beginning",15,0
"425",867,2,34,0,0,0,0,0,1,"beginning",15,0
"426",869,2,20,-4,-2,0,0,0,1,"beginning",15,0
"427",871,2,59,-6,-1,0,0,0,1,"beginning",15,0
"428",873,2,40,-1,-2,0,0,0,1,"beginning",15,0
"429",875,2,11,-1,-4,0,0,0,1,"middle",15,0
"430",877,2,21,3,-8,0,0,0,1,"middle",15,0
"431",879,2,5,5,-8,0,0,0,1,"middle",15,0
"432",881,2,30,1,-2,0,0,0,1,"middle",15,0
"433",883,2,46,-3,2,0,0,0,1,"middle",15,0
"434",885,2,57,0,2,0,0,0,1,"middle",15,0
"435",887,2,61,-2,4,0,0,1,1,"middle",15,0
"436",889,2,4,-3,2,0,0,1,1,"middle",15,0
"437",891,2,33,-1,-1,0,0,0,1,"middle",15,0
"438",893,2,23,4,-1,0,0,0,1,"middle",15,0
"439",895,2,16,0,2,0,0,-1,1,"end",15,0
"440",897,2,14,-4,6,0,0,-1,1,"end",15,0
"441",899,2,47,-4,3,0,1,-2,1,"end",15,0
"442",901,2,63,-3,4,-1,0,0,1,"end",15,0
"443",903,2,24,-3,5,0,0,1,1,"end",15,0
"444",905,2,38,-1,3,0,0,1,1,"end",15,0
"445",907,2,1,-3,0,0,-1,1,1,"end",15,0
"446",909,2,9,-4,2,-1,0,1,1,"end",15,0
"447",916,2,45,0,-8,0,0,0,1,"beginning",16,1
"448",918,2,43,-4,-4,0,0,0,1,"beginning",16,1
"449",920,2,29,0,-4,0,0,0,1,"beginning",16,1
"450",922,2,20,-1,-3,0,0,0,1,"beginning",16,1
"451",924,2,50,-1,-4,0,0,0,1,"beginning",16,1
"452",926,2,19,0,-2,0,0,0,1,"beginning",16,1
"453",928,2,2,1,-7,0,0,0,1,"beginning",16,1
"454",930,2,10,0,-3,0,0,0,1,"beginning",16,1
"455",932,2,13,-2,-8,0,0,0,1,"beginning",16,1
